1,TCP,A,0.0108,0.0456,0.0563,0
2,TCP,A,0.0107,0.0427,0.0534,0
3,TCP,A,0.0109,0.0429,0.0538,0
4,TCP,A,0.0115,0.0463,0.0578,0
5,TCP,A,0.0114,0.0457,0.0571,0
6,TCP,A,0.0105,0.0417,0.0522,0
7,TCP,A,0.0108,0.0426,0.0535,0
8,TCP,A,0.0111,0.0429,0.054,0
9,TCP,A,0.0119,0.0454,0.0572,0
10,TCP,A,0.0116,0.0428,0.0545,0
