1,RUDP,B,0.0516,238.1038,238.1554,0
2,RUDP,B,0.0525,202.6831,202.7356,0
3,RUDP,B,0.0527,206.2395,206.2922,0
4,RUDP,B,0.0519,194.9722,195.0241,0
5,RUDP,B,0.051,207.6862,207.7372,0
6,RUDP,B,2.0553,207.7835,209.8388,0
7,RUDP,B,0.0513,199.2499,199.3011,0
8,RUDP,B,0.0518,210.5516,210.6034,0
9,RUDP,B,0.0517,206.7003,206.752,0
10,RUDP,B,0.0522,205.2405,205.2928,0
